AMENITYID,ASSETID,BATHNUMBER,BUILTTYPEID_1,BUILTTYPEID_2,BUILTTYPEID_3,CADASTRALQUALITYID,CADCONSTRUCTIONYEAR,CADDWELLINGCOUNT,CADMAXBUILDINGFLOOR,CONSTRUCTEDAREA,CONSTRUCTIONYEAR,DISTANCE_TO_CASTELLANA,DISTANCE_TO_CITY_CENTER,DISTANCE_TO_METRO,FLATLOCATIONID,FLOORCLEAN,HASAIRCONDITIONING,HASBOXROOM,HASDOORMAN,HASEASTORIENTATION,HASGARDEN,HASLIFT,HASNORTHORIENTATION,HASPARKINGSPACE,HASSOUTHORIENTATION,HASSWIMMINGPOOL,HASTERRACE,HASWARDROBE,HASWESTORIENTATION,ISDUPLEX,ISINTOPFLOOR,ISPARKINGSPACEINCLUDEDINPRICE,ISSTUDIO,LATITUDE,LONGITUDE,PARKINGSPACEPRICE,PERIOD,PRICE,ROOMNUMBER,UNITPRICE,geometry,region
3,A4031710311968517960,1,0,0,1,5,1965,28,6,50,null,0.299,1.1849,0.3746,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.4074,-3.6967,1,201803,191000,1,3820,"{""coordinates"":[-3.6967,40.4074],""type"":""Point""}",Madrid
3,A16370173903355249912,1,0,0,1,4,1985,12,6,40,1985,0.704,0.7377,0.2016,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.4103,-3.701,1,201803,99000,1,2475,"{""coordinates"":[-3.701,40.4103],""type"":""Point""}",Madrid
3,A15479672355210480567,2,0,0,1,5,2006,28,5,121,2006,1.289,0.9974,0.2688,1,null,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,40.4083,-3.7084,1,201803,627000,3,5181.8182,"{""coordinates"":[-3.7084,40.4083],""type"":""Point""}",Madrid
3,A25229904244651777,0,0,1,0,4,1922,14,6,35,null,0.5931,0.8507,0.1855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.4097,-3.6994,1,201803,124000,1,3542.8571,"{""coordinates"":[-3.6994,40.4097],""type"":""Point""}",Madrid
3,A7917824900045913227,1,0,1,0,7,1946,10,5,50,null,0.9559,0.8557,0.2866,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4089,-3.7043,1,201803,178000,2,3560,"{""coordinates"":[-3.7043,40.4089],""type"":""Point""}",Madrid
3,A10632351458867546429,1,0,0,1,6,1981,19,6,21,null,0.854,0.5589,0.1438,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.4116,-3.7033,1,201803,100000,1,4761.9048,"{""coordinates"":[-3.7033,40.4116],""type"":""Point""}",Madrid
3,A15465061650135445249,1,0,0,1,4,1900,16,5,63,null,0.978,0.8074,0.3091,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.4094,-3.7044,1,201803,228000,0,3619.0476,"{""coordinates"":[-3.7044,40.4094],""type"":""Point""}",Madrid
3,A14207493082820137816,2,0,0,1,3,1900,11,5,130,1900,0.4172,1.0206,0.2712,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.4087,-3.6977,1,201803,432000,3,3323.0769,"{""coordinates"":[-3.6977,40.4087],""type"":""Point""}",Madrid
3,A16706262715433192521,2,0,0,1,5,1910,14,5,105,1910,0.8542,0.6858,0.2576,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,40.4105,-3.7029,1,201803,359000,3,3419.0476,"{""coordinates"":[-3.7029,40.4105],""type"":""Point""}",Madrid
3,A9839860496713526532,1,0,0,1,6,1980,12,3,65,null,1.03,0.8918,0.3651,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4087,-3.7052,1,201803,235000,2,3615.3846,"{""coordinates"":[-3.7052,40.4087],""type"":""Point""}",Madrid
3,A8786234185367164405,2,0,0,1,4,1998,60,5,135,1998,1.1829,1.2183,0.2459,1,null,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,40.406,-3.7074,1,201803,497000,2,3681.4815,"{""coordinates"":[-3.7074,40.406],""type"":""Point""}",Madrid
3,A6180685479181507890,1,0,0,1,5,1922,10,4,36,1922,0.9734,0.9037,0.3107,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.4085,-3.7046,1,201803,120000,1,3333.3333,"{""coordinates"":[-3.7046,40.4085],""type"":""Point""}",Madrid
3,A16118264575909960226,1,0,1,0,5,1900,27,6,24,null,0.5156,0.9566,0.1768,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4089,-3.6989,1,201803,111000,2,4625,"{""coordinates"":[-3.6989,40.4089],""type"":""Point""}",Madrid
3,A10792408967395363178,2,0,0,1,4,1930,46,5,63,1930,1.0827,0.942,0.3821,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,40.4083,-3.7059,1,201803,313000,2,4968.254,"{""coordinates"":[-3.7059,40.4083],""type"":""Point""}",Madrid
3,A5071461562003044029,2,0,0,1,4,1969,15,4,68,1969,0.9919,0.6606,0.1835,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,40.4107,-3.7046,1,201803,383000,3,5632.3529,"{""coordinates"":[-3.7046,40.4107],""type"":""Point""}",Madrid
3,A17415646718524566454,1,0,0,1,4,1976,8,4,32,null,0.8725,0.5277,0.1046,2,5,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,40.4119,-3.7036,1,201803,157000,1,4906.25,"{""coordinates"":[-3.7036,40.4119],""type"":""Point""}",Madrid
3,A2815775179387379817,1,0,0,1,4,1880,18,4,25,null,0.852,0.555,0.1423,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40.4116,-3.7033,1,201803,104000,0,4160,"{""coordinates"":[-3.7033,40.4116],""type"":""Point""}",Madrid
3,A5666750943434532842,1,0,1,0,4,1889,11,5,45,1889,0.4538,1.1766,0.2705,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,40.4068,-3.6987,1,201803,154000,1,3422.2222,"{""coordinates"":[-3.6987,40.4068],""type"":""Point""}",Madrid
3,A11658384808168538916,1,0,0,1,4,1975,38,6,75,null,0.343,1.1636,0.3321,2,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,40.4074,-3.6973,35001,201803,302000,2,4026.6667,"{""coordinates"":[-3.6973,40.4074],""type"":""Point""}",Madrid
3,A6453146622509186725,2,0,0,1,5,1975,65,6,120,null,0.9905,0.9379,0.3361,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,40.4082,-3.7049,1,201803,501000,3,4175,"{""coordinates"":[-3.7049,40.4082],""type"":""Point""}",Madrid
3,A6883815151521440319,1,0,0,1,5,1900,17,5,30,null,1.0803,0.7615,0.2783,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4099,-3.7055,1,201803,135000,1,4500,"{""coordinates"":[-3.7055,40.4099],""type"":""Point""}",Madrid
3,A7015418803952112062,1,0,0,1,5,1900,17,5,26,null,1.0848,0.736,0.2547,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4101,-3.7056,1,201803,136000,1,5230.7692,"{""coordinates"":[-3.7056,40.4101],""type"":""Point""}",Madrid
3,A16023323040705955895,1,0,0,1,5,1998,20,5,35,null,0.6515,0.829,0.1448,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4097,-3.7002,1,201803,183000,1,5228.5714,"{""coordinates"":[-3.7002,40.4097],""type"":""Point""}",Madrid
3,A9124028662703300254,1,0,0,1,4,1900,11,4,55,null,0.9467,0.4879,0.0091,2,4,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,40.4123,-3.7047,1,201803,193000,2,3509.0909,"{""coordinates"":[-3.7047,40.4123],""type"":""Point""}",Madrid
3,A4351352319836140961,1,0,0,1,7,1972,10,5,28,null,0.5586,0.8463,0.2208,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4099,-3.6991,1,201803,144000,1,5142.8571,"{""coordinates"":[-3.6991,40.4099],""type"":""Point""}",Madrid
3,A16240472423447845002,1,0,0,1,5,2002,12,5,72,2002,0.7818,0.8271,0.1267,1,4,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,40.4093,-3.702,1,201803,393000,2,5458.3333,"{""coordinates"":[-3.702,40.4093],""type"":""Point""}",Madrid
3,A11283057393283032172,1,0,0,1,5,1900,11,5,50,null,0.8939,0.6452,0.1988,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.4108,-3.7035,1,201803,191000,0,3820,"{""coordinates"":[-3.7035,40.4108],""type"":""Point""}",Madrid
3,A1366603573013215886,1,0,0,1,5,1985,31,9,45,null,1.1855,1.0776,0.3187,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40.4073,-3.7073,1,201803,211000,2,4688.8889,"{""coordinates"":[-3.7073,40.4073],""type"":""Point""}",Madrid
3,A1771035762998141162,1,0,0,1,6,1900,16,7,40,1900,0.7664,0.6421,0.2724,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.411,-3.702,1,201803,163000,2,4075,"{""coordinates"":[-3.702,40.411],""type"":""Point""}",Madrid
3,A15837469433647361892,1,0,0,1,5,1966,14,5,55,null,0.5929,0.9359,0.089,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40.4087,-3.6999,1,201803,251000,1,4563.6364,"{""coordinates"":[-3.6999,40.4087],""type"":""Point""}",Madrid
3,A14708890631543383153,1,0,0,1,4,2004,24,5,50,null,0.8232,0.4379,0.1204,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.4127,-3.7033,1,201803,186000,2,3720,"{""coordinates"":[-3.7033,40.4127],""type"":""Point""}",Madrid
3,A1003280879751006577,1,0,0,1,5,1965,28,6,45,null,0.2988,1.1879,0.375,1,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40.4074,-3.6968,1,201803,187000,1,4155.5556,"{""coordinates"":[-3.6968,40.4074],""type"":""Point""}",Madrid
3,A8411304837034264691,1,0,0,1,4,1900,26,5,33,1900,0.8863,0.8798,0.2179,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.4087,-3.7035,1,201803,180000,0,5454.5455,"{""coordinates"":[-3.7035,40.4087],""type"":""Point""}",Madrid
3,A5214908298206413224,1,0,0,1,4,1900,33,5,40,1900,0.7474,0.7693,0.1629,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4099,-3.7014,1,201803,152000,1,3800,"{""coordinates"":[-3.7014,40.4099],""type"":""Point""}",Madrid
3,A18106881511103400341,1,0,0,1,5,1924,17,4,60,null,1.2926,0.9604,0.2874,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.4087,-3.7084,1,201803,262000,2,4366.6667,"{""coordinates"":[-3.7084,40.4087],""type"":""Point""}",Madrid
3,A5734792178206810799,2,0,1,0,5,1970,16,5,500,1970,1.0544,1.0207,0.3738,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4075,-3.7057,1,201803,641000,3,1282,"{""coordinates"":[-3.7057,40.4075],""type"":""Point""}",Madrid
3,A7692917568861941248,1,0,0,1,3,1983,24,6,30,null,0.5802,0.8958,0.1451,1,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.4092,-3.6995,1,201803,152000,1,5066.6667,"{""coordinates"":[-3.6995,40.4092],""type"":""Point""}",Madrid
3,A15897600602635225774,2,0,0,1,2,1900,15,2,78,null,1.1236,0.6491,0.1491,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.4111,-3.7064,1,201803,471000,2,6038.4615,"{""coordinates"":[-3.7064,40.4111],""type"":""Point""}",Madrid
3,A2790345452831781002,1,0,0,1,5,1985,31,9,45,null,1.1657,1.0087,0.3553,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4079,-3.707,1,201803,198000,2,4400,"{""coordinates"":[-3.707,40.4079],""type"":""Point""}",Madrid
3,A12207612275775865106,1,0,0,1,5,1976,52,6,50,null,0.6684,0.8733,0.0704,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4091,-3.7007,1,201803,176000,2,3520,"{""coordinates"":[-3.7007,40.4091],""type"":""Point""}",Madrid
3,A16056747227153367858,1,0,0,1,4,1905,28,4,70,null,1.1729,0.7246,0.1443,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.4105,-3.7068,1,201803,382000,3,5457.1429,"{""coordinates"":[-3.7068,40.4105],""type"":""Point""}",Madrid
3,A7134466701848865312,1,0,0,1,5,1910,19,5,75,null,0.5293,1.0253,0.1429,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.408,-3.6994,1,201803,293000,1,3906.6667,"{""coordinates"":[-3.6994,40.408],""type"":""Point""}",Madrid
3,A8906432921995979147,1,0,0,1,4,1999,27,6,67,1999,0.5907,0.4962,0.1096,1,3,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,40.4129,-3.7005,1,201803,408000,1,6089.5522,"{""coordinates"":[-3.7005,40.4129],""type"":""Point""}",Madrid
3,A6644589369554124573,1,0,0,1,4,1972,68,7,83,1972,0.3147,1.171,0.3587,1,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,40.4075,-3.6969,1,201803,379000,3,4566.2651,"{""coordinates"":[-3.6969,40.4075],""type"":""Point""}",Madrid
3,A6946868000883529327,1,0,0,1,4,2002,15,4,72,2002,0.8423,0.877,0.173,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,40.4087,-3.7029,1,201803,395000,1,5486.1111,"{""coordinates"":[-3.7029,40.4087],""type"":""Point""}",Madrid
3,A10236335669768293764,1,0,0,1,4,1988,16,5,103,null,0.8744,0.4515,0.0692,1,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,40.4125,-3.7039,1,201803,373000,3,3621.3592,"{""coordinates"":[-3.7039,40.4125],""type"":""Point""}",Madrid
1,A1423662089868164112,1,0,0,1,4,1880,22,5,309,1880,0.6998,0.6094,0.2019,null,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.4114,-3.7013,1,201803,974000,3,3152.1036,"{""coordinates"":[-3.7013,40.4114],""type"":""Point""}",Madrid
3,A15033610509707107354,1,0,0,1,5,1907,26,5,56,1907,0.1186,1.0109,0.302,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,40.4113,-3.6941,1,201803,325000,1,5803.5714,"{""coordinates"":[-3.6941,40.4113],""type"":""Point""}",Madrid
3,A4619190214138090626,1,0,0,1,4,1910,11,6,45,null,0.1369,0.9885,0.3196,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.4113,-3.6944,1,201803,288000,1,6400,"{""coordinates"":[-3.6944,40.4113],""type"":""Point""}",Madrid
3,A8687789902206978297,2,0,1,0,1,1905,11,5,319,1905,0.243,0.6477,0.1939,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,40.4178,-3.6963,1,201803,1532000,7,4802.5078,"{""coordinates"":[-3.6963,40.4178],""type"":""Point""}",Madrid
3,A10992594849817183097,1,0,0,1,4,1971,19,6,54,null,0.2029,0.6888,0.3271,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,40.4142,-3.6963,1,201803,259000,2,4796.2963,"{""coordinates"":[-3.6963,40.4142],""type"":""Point""}",Madrid
3,A14446327160820666906,2,0,0,1,4,1890,10,6,130,1890,0.2654,0.6175,0.2869,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,40.4144,-3.6971,1,201803,905000,2,6961.5385,"{""coordinates"":[-3.6971,40.4144],""type"":""Point""}",Madrid
3,A9339776603690714516,1,0,0,1,3,1977,21,5,127,null,0.5066,0.3258,0.2465,1,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,40.4159,-3.7,1,201803,735000,4,5787.4016,"{""coordinates"":[-3.7,40.4159],""type"":""Point""}",Madrid
3,A8207254188706010151,1,0,0,1,4,1900,5,4,160,null,0.4583,0.4404,0.2167,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.4144,-3.6995,1,201803,659000,5,4118.75,"{""coordinates"":[-3.6995,40.4144],""type"":""Point""}",Madrid
3,A2687327136908067634,1,0,1,0,3,1905,8,4,160,null,0.5099,0.446,0.1637,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40.4139,-3.6999,1,201803,632000,4,3950,"{""coordinates"":[-3.6999,40.4139],""type"":""Point""}",Madrid
3,A6711774973699692079,2,0,0,1,1,1910,16,5,125,null,0.237,0.5946,0.3351,1,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40.4156,-3.6969,1,201803,961000,3,7688,"{""coordinates"":[-3.6969,40.4156],""type"":""Point""}",Madrid
3,A16095459280399814566,1,0,0,1,5,1910,9,5,88,null,0.2542,0.7632,0.2571,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40.4127,-3.6964,1,201803,278000,0,3159.0909,"{""coordinates"":[-3.6964,40.4127],""type"":""Point""}",Madrid
3,A5929982206229572266,2,0,0,1,4,2011,10,6,130,2011,0.2602,0.6846,0.255,1,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,40.4136,-3.6967,1,201803,824000,2,6338.4615,"{""coordinates"":[-3.6967,40.4136],""type"":""Point""}",Madrid
3,A8964128543966455163,2,0,0,1,4,1910,7,7,93,null,0.3897,0.4521,0.3069,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,40.4153,-3.6987,1,201803,510000,2,5483.871,"{""coordinates"":[-3.6987,40.4153],""type"":""Point""}",Madrid
3,A2748776562107517327,1,0,1,0,3,1905,8,4,160,1905,0.4862,0.4138,0.2242,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,40.4145,-3.6998,1,201803,595000,5,3718.75,"{""coordinates"":[-3.6998,40.4145],""type"":""Point""}",Madrid
3,A5166102549222817421,1,0,0,1,6,1915,11,5,69,1915,0.3395,0.7676,0.201,1,4,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,40.4119,-3.6971,1,201803,420000,2,6086.9565,"{""coordinates"":[-3.6971,40.4119],""type"":""Point""}",Madrid
3,A9583294657674884365,2,0,0,1,3,2004,18,6,108,2004,0.3698,0.4861,0.2856,1,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,40.4149,-3.6985,1,201803,686000,2,6351.8519,"{""coordinates"":[-3.6985,40.4149],""type"":""Point""}",Madrid
3,A16616943631785293002,1,0,0,1,3,1900,11,6,50,null,0.6155,0.2466,0.3512,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.4153,-3.7014,1,201803,291000,1,5820,"{""coordinates"":[-3.7014,40.4153],""type"":""Point""}",Madrid
3,A13443771542238121557,2,0,1,0,3,1948,11,5,117,null,0.7288,0.2715,0.2773,1,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,40.4143,-3.7027,1,201803,666000,3,5692.3077,"{""coordinates"":[-3.7027,40.4143],""type"":""Point""}",Madrid
3,A5371422833537883058,4,0,1,0,6,1952,12,7,304,1952,0.1628,0.824,0.3474,1,4,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,40.4129,-3.6953,1,201803,1618000,7,5322.3684,"{""coordinates"":[-3.6953,40.4129],""type"":""Point""}",Madrid
3,A10578434703036290865,1,0,0,1,1,1983,7,4,128,null,0.4599,0.3848,0.1434,1,5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,40.4168,-3.6993,1,201803,657000,4,5132.8125,"{""coordinates"":[-3.6993,40.4168],""type"":""Point""}",Madrid
3,A15530164347944957933,1,0,0,1,3,1910,12,4,135,null,0.4579,0.4346,0.2257,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.4145,-3.6995,1,201803,637000,5,4718.5185,"{""coordinates"":[-3.6995,40.4145],""type"":""Point""}",Madrid
3,A17322842961440612522,2,0,0,1,3,1951,15,5,123,null,0.2638,0.8593,0.2974,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,40.4116,-3.6961,1,201803,414000,3,3365.8537,"{""coordinates"":[-3.6961,40.4116],""type"":""Point""}",Madrid
3,A15121810940184249859,1,0,0,1,4,1890,13,6,83,1890,0.4047,0.4769,0.2364,1,5,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,40.4145,-3.6988,1,201803,339000,2,4084.3373,"{""coordinates"":[-3.6988,40.4145],""type"":""Point""}",Madrid
3,A8287057509224017620,1,0,0,1,3,1910,12,5,89,null,0.4356,0.4152,0.3011,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.4152,-3.6993,1,201803,364000,2,4089.8876,"{""coordinates"":[-3.6993,40.4152],""type"":""Point""}",Madrid
3,A12036057971367432519,2,0,0,1,3,1905,11,5,100,null,0.6853,0.2265,0.3576,1,6,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,40.415,-3.7022,1,201803,462000,3,4620,"{""coordinates"":[-3.7022,40.415],""type"":""Point""}",Madrid
3,A7362687399420226766,1,0,0,1,4,1978,9,4,40,null,0.1859,1.0099,0.2797,1,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,40.4107,-3.6948,1,201803,253000,0,6325,"{""coordinates"":[-3.6948,40.4107],""type"":""Point""}",Madrid
3,A15398652133673602784,1,0,0,1,4,1936,10,5,38,null,0.4521,0.3822,0.2613,null,null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.4157,-3.6994,1,201803,131000,1,3447.3684,"{""coordinates"":[-3.6994,40.4157],""type"":""Point""}",Madrid
3,A17601571833681189080,2,0,0,1,3,1910,14,7,115,1910,0.4055,0.4444,0.2998,1,5,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,40.4151,-3.6989,1,201803,537000,2,4669.5652,"{""coordinates"":[-3.6989,40.4151],""type"":""Point""}",Madrid
3,A11488425841976057388,3,0,0,1,3,1890,12,6,196,1890,0.3348,0.5785,0.2195,1,null,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,40.414,-3.6978,1,201803,899000,4,4586.7347,"{""coordinates"":[-3.6978,40.414],""type"":""Point""}",Madrid
1,A16210152465118969806,1,0,0,1,3,1951,11,5,119,null,0.4591,0.4774,0.1676,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,40.414,-3.6993,1,201803,677000,2,5689.0756,"{""coordinates"":[-3.6993,40.414],""type"":""Point""}",Madrid
1,A5433752171603287354,1,0,0,1,3,1905,8,4,174,null,0.4738,0.4941,0.1344,null,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40.4137,-3.6994,1,201803,638000,6,3666.6667,"{""coordinates"":[-3.6994,40.4137],""type"":""Point""}",Madrid
3,A17161266865553937043,2,0,0,1,3,1913,15,6,228,null,0.0547,1.0324,0.3201,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,40.4116,-3.6935,1,201803,1183000,2,5188.5965,"{""coordinates"":[-3.6935,40.4116],""type"":""Point""}",Madrid
3,A11753479017149111988,1,0,0,1,4,1954,7,6,115,null,0.5046,0.3495,0.3131,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.4152,-3.7001,1,201803,641000,3,5573.913,"{""coordinates"":[-3.7001,40.4152],""type"":""Point""}",Madrid
3,A1157666854700661137,1,0,0,1,5,1902,7,5,56,1902,0.2396,0.9039,0.3389,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4113,-3.6957,1,201803,153000,2,2732.1429,"{""coordinates"":[-3.6957,40.4113],""type"":""Point""}",Madrid
3,A15619329031202668854,2,0,0,1,3,1905,8,4,133,1905,0.5167,0.4445,0.1617,1,3,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,40.4138,-3.7,1,201803,896000,2,6736.8421,"{""coordinates"":[-3.7,40.4138],""type"":""Point""}",Madrid
3,A10555974014900599460,1,0,1,0,1,1900,10,5,224,null,0.5274,0.3329,0.3103,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,40.4152,-3.7003,1,201803,843000,4,3763.3929,"{""coordinates"":[-3.7003,40.4152],""type"":""Point""}",Madrid
3,A17280573759350924151,1,0,0,1,5,1910,26,5,50,null,0.1314,0.9734,0.3411,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.4115,-3.6944,1,201803,285000,2,5700,"{""coordinates"":[-3.6944,40.4115],""type"":""Point""}",Madrid
3,A7606915206488486588,1,0,0,1,4,1952,15,6,65,null,0.1339,0.8083,0.3746,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.4135,-3.6952,1,201803,227000,2,3492.3077,"{""coordinates"":[-3.6952,40.4135],""type"":""Point""}",Madrid
3,A1725601668998214322,3,0,0,1,2,1950,23,6,206,null,0.187,0.6574,0.3817,null,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.415,-3.6963,1,201803,1123000,3,5451.4563,"{""coordinates"":[-3.6963,40.415],""type"":""Point""}",Madrid
3,A16999015215648927180,2,0,0,1,3,1900,18,6,108,null,0.4732,0.399,0.2639,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,40.4148,-3.6997,1,201803,722000,2,6685.1852,"{""coordinates"":[-3.6997,40.4148],""type"":""Point""}",Madrid
3,A7593334655112654263,1,0,0,1,4,1979,10,5,46,null,0.4121,0.7059,0.1248,1,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,40.412,-3.698,1,201803,252000,1,5478.2609,"{""coordinates"":[-3.698,40.412],""type"":""Point""}",Madrid
3,A2696609245568619088,3,0,1,0,1,1942,6,3,200,null,0.2654,0.5774,0.2566,1,3,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,40.4165,-3.697,1,201803,1072000,4,5360,"{""coordinates"":[-3.697,40.4165],""type"":""Point""}",Madrid
3,A8837248523506357171,1,0,0,1,5,1976,18,4,30,null,0.2773,0.7779,0.2442,2,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,40.4123,-3.6965,1,201803,218000,0,7266.6667,"{""coordinates"":[-3.6965,40.4123],""type"":""Point""}",Madrid
3,A1669870170149730143,4,0,1,0,1,1880,7,3,565,1880,0.3549,0.4766,0.2612,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,40.4158,-3.6983,1,201803,3953000,6,6996.4602,"{""coordinates"":[-3.6983,40.4158],""type"":""Point""}",Madrid
3,A15097042554552791961,2,0,0,1,3,1900,18,6,70,null,0.4576,0.4059,0.276,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,40.4149,-3.6995,1,201803,437000,2,6242.8571,"{""coordinates"":[-3.6995,40.4149],""type"":""Point""}",Madrid
3,A1888443151354673137,1,0,0,1,5,1880,13,6,51,null,0.6703,0.334,0.2706,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.414,-3.7019,1,201803,317000,1,6215.6863,"{""coordinates"":[-3.7019,40.414],""type"":""Point""}",Madrid
