LOCATIONID,LOCATIONNAME,WKT,ZONELEVELID,city
0-EU-ES-28-07-001-079-15-004,Concepción,"{""coordinates"":[[[[-3.6608,40.4314],[-3.6597,40.4315],[-3.6554,40.4321],[-3.6559,40.4345],[-3.6548,40.4345],[-3.6535,40.4347],[-3.6528,40.435],[-3.6466,40.438],[-3.6464,40.4386],[-3.6462,40.439],[-3.6459,40.4394],[-3.6425,40.4409],[-3.6384,40.4426],[-3.6388,40.4432],[-3.639,40.4434],[-3.6395,40.4441],[-3.6404,40.4447],[-3.641,40.4451],[-3.6418,40.4454],[-3.6433,40.4462],[-3.6449,40.4469],[-3.6462,40.4453],[-3.647,40.4443],[-3.6477,40.4434],[-3.6487,40.4423],[-3.6494,40.4414],[-3.6497,40.4406],[-3.6498,40.4403],[-3.6498,40.4402],[-3.6499,40.4401],[-3.6501,40.44],[-3.6507,40.4396],[-3.6539,40.438],[-3.654,40.4379],[-3.6544,40.4369],[-3.6547,40.4362],[-3.6554,40.4357],[-3.6556,40.4354],[-3.6561,40.436],[-3.6577,40.4361],[-3.6597,40.4364],[-3.6598,40.4357],[-3.66,40.4352],[-3.6608,40.4315],[-3.6608,40.4314]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-05-002,Prosperidad,"{""coordinates"":[[[[-3.6789,40.4399],[-3.6789,40.4396],[-3.6791,40.4375],[-3.6785,40.4375],[-3.6777,40.4374],[-3.6775,40.4375],[-3.6772,40.4376],[-3.6768,40.4378],[-3.6755,40.4386],[-3.6749,40.4388],[-3.673,40.4392],[-3.6713,40.4396],[-3.6704,40.4399],[-3.6694,40.4406],[-3.6669,40.442],[-3.6652,40.4429],[-3.664,40.4435],[-3.6605,40.4446],[-3.6613,40.4461],[-3.6624,40.4486],[-3.6625,40.449],[-3.6626,40.4497],[-3.6627,40.4501],[-3.6632,40.4531],[-3.6644,40.4528],[-3.6655,40.4525],[-3.6655,40.4523],[-3.6655,40.4519],[-3.6653,40.4512],[-3.6649,40.4504],[-3.6658,40.4497],[-3.6666,40.4491],[-3.6671,40.4488],[-3.6679,40.4483],[-3.6685,40.448],[-3.6694,40.4473],[-3.6696,40.4472],[-3.6708,40.4463],[-3.6734,40.4447],[-3.6739,40.4444],[-3.6742,40.4442],[-3.6747,40.4438],[-3.6759,40.4428],[-3.6771,40.4421],[-3.6783,40.4415],[-3.6787,40.4414],[-3.6789,40.4399]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-16-001,Palomas,"{""coordinates"":[[[[-3.6265,40.4508],[-3.6263,40.4495],[-3.6199,40.4497],[-3.6135,40.4497],[-3.6089,40.4497],[-3.6077,40.4497],[-3.6058,40.4498],[-3.6039,40.4498],[-3.6042,40.4513],[-3.6048,40.4522],[-3.6054,40.4528],[-3.6055,40.453],[-3.6066,40.4536],[-3.6077,40.454],[-3.6105,40.4548],[-3.6123,40.4554],[-3.6147,40.4567],[-3.6174,40.4581],[-3.6187,40.4565],[-3.619,40.4562],[-3.6195,40.4558],[-3.62,40.4555],[-3.6206,40.4552],[-3.6225,40.4545],[-3.6257,40.4533],[-3.626,40.4531],[-3.6265,40.4526],[-3.6266,40.4522],[-3.6266,40.4516],[-3.6265,40.4508]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-15-007,Colina,"{""coordinates"":[[[[-3.6638,40.4565],[-3.6634,40.4551],[-3.6632,40.4531],[-3.6607,40.4538],[-3.6595,40.4543],[-3.6546,40.4568],[-3.6542,40.4569],[-3.6549,40.4578],[-3.6558,40.4588],[-3.6563,40.4594],[-3.6578,40.4605],[-3.6592,40.4614],[-3.6603,40.4622],[-3.6612,40.4628],[-3.6621,40.4634],[-3.6631,40.4624],[-3.6638,40.4619],[-3.663,40.4612],[-3.6633,40.4609],[-3.6635,40.4608],[-3.6638,40.4606],[-3.6643,40.4603],[-3.665,40.46],[-3.6647,40.4593],[-3.6639,40.4569],[-3.6638,40.4565]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-10-003,Lucero,"{""coordinates"":[[[[-3.744,40.4045],[-3.7432,40.4046],[-3.7423,40.4046],[-3.7423,40.4053],[-3.7422,40.4056],[-3.742,40.406],[-3.7419,40.4065],[-3.7416,40.4077],[-3.7416,40.4079],[-3.7415,40.4087],[-3.7418,40.4092],[-3.7429,40.4094],[-3.7504,40.4084],[-3.7508,40.4082],[-3.7515,40.4079],[-3.755,40.4062],[-3.756,40.4057],[-3.757,40.4056],[-3.7599,40.404],[-3.7608,40.4029],[-3.7606,40.4026],[-3.7598,40.4013],[-3.7584,40.3992],[-3.7578,40.3987],[-3.7557,40.3977],[-3.7552,40.3974],[-3.7547,40.3971],[-3.7544,40.3968],[-3.7537,40.3959],[-3.753,40.3961],[-3.7525,40.3961],[-3.75,40.3957],[-3.7448,40.3951],[-3.7436,40.3955],[-3.7437,40.3958],[-3.7445,40.3993],[-3.7447,40.4011],[-3.7448,40.402],[-3.7449,40.4024],[-3.7449,40.403],[-3.7442,40.4041],[-3.744,40.4045]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-16-007,Virgen del Cortijo - Manoteras,"{""coordinates"":[[[[-3.6726,40.4896],[-3.6726,40.4893],[-3.6731,40.4874],[-3.6732,40.4862],[-3.6734,40.4841],[-3.6707,40.4841],[-3.6683,40.4841],[-3.6649,40.4837],[-3.6633,40.4835],[-3.6627,40.4841],[-3.6625,40.4841],[-3.662,40.4842],[-3.6619,40.4842],[-3.6616,40.4843],[-3.6615,40.4845],[-3.6613,40.4847],[-3.6606,40.4858],[-3.6605,40.486],[-3.6604,40.4861],[-3.6599,40.4865],[-3.6592,40.4868],[-3.6582,40.4874],[-3.6597,40.4893],[-3.6603,40.4896],[-3.6606,40.4897],[-3.6609,40.4898],[-3.6619,40.4896],[-3.6625,40.4897],[-3.6629,40.4897],[-3.6646,40.4895],[-3.666,40.4893],[-3.6662,40.4897],[-3.6663,40.49],[-3.6669,40.491],[-3.6671,40.4913],[-3.6672,40.4916],[-3.6679,40.4917],[-3.6683,40.4919],[-3.6688,40.4915],[-3.6692,40.4913],[-3.6697,40.491],[-3.6702,40.4907],[-3.6712,40.4905],[-3.6715,40.4907],[-3.6722,40.4906],[-3.6726,40.4896]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-15-005,San Pascual,"{""coordinates"":[[[[-3.6605,40.4446],[-3.6601,40.4438],[-3.6598,40.4429],[-3.6595,40.4419],[-3.6594,40.4413],[-3.6593,40.4406],[-3.6592,40.4399],[-3.6592,40.4394],[-3.6593,40.439],[-3.6594,40.4378],[-3.6595,40.4372],[-3.6597,40.4364],[-3.658,40.4362],[-3.6561,40.436],[-3.6556,40.4354],[-3.6554,40.4357],[-3.6547,40.4361],[-3.6541,40.4377],[-3.654,40.4379],[-3.6539,40.438],[-3.6523,40.4388],[-3.6506,40.4396],[-3.6501,40.44],[-3.6499,40.4401],[-3.6499,40.4402],[-3.6498,40.4403],[-3.6497,40.4406],[-3.6494,40.4415],[-3.6488,40.4422],[-3.6479,40.4432],[-3.6473,40.4439],[-3.6463,40.4452],[-3.6449,40.4469],[-3.6451,40.447],[-3.6462,40.4476],[-3.6464,40.4477],[-3.6481,40.4495],[-3.6558,40.4462],[-3.6605,40.4446]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-02-005,Delicias,"{""coordinates"":[[[[-3.6993,40.401],[-3.6991,40.4006],[-3.699,40.4004],[-3.6955,40.3953],[-3.6947,40.3942],[-3.695,40.3914],[-3.6944,40.3913],[-3.6925,40.3919],[-3.691,40.3924],[-3.6902,40.3927],[-3.6889,40.3931],[-3.6885,40.3924],[-3.6872,40.3928],[-3.6848,40.394],[-3.6839,40.3931],[-3.6811,40.3946],[-3.6797,40.3951],[-3.6788,40.3943],[-3.6764,40.3923],[-3.6753,40.3931],[-3.6735,40.3944],[-3.6736,40.3948],[-3.6741,40.396],[-3.6748,40.3971],[-3.6757,40.3982],[-3.6767,40.3991],[-3.677,40.3994],[-3.6787,40.4003],[-3.6799,40.4009],[-3.6801,40.401],[-3.6821,40.4019],[-3.6838,40.4007],[-3.685,40.4012],[-3.6859,40.4007],[-3.6855,40.4004],[-3.6857,40.4003],[-3.6862,40.4004],[-3.6866,40.4005],[-3.6881,40.4006],[-3.6886,40.4006],[-3.6895,40.4006],[-3.691,40.4007],[-3.6925,40.4008],[-3.693,40.4008],[-3.694,40.4008],[-3.6959,40.4008],[-3.6967,40.4009],[-3.6973,40.4009],[-3.6985,40.401],[-3.6993,40.401]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-14-004,Media Legua,"{""coordinates"":[[[[-3.6589,40.4179],[-3.6598,40.4159],[-3.6611,40.4139],[-3.663,40.411],[-3.6642,40.4085],[-3.6617,40.4078],[-3.6612,40.4077],[-3.659,40.4072],[-3.658,40.4069],[-3.6568,40.4067],[-3.6559,40.4064],[-3.6548,40.4061],[-3.654,40.4058],[-3.6518,40.4055],[-3.6512,40.4057],[-3.651,40.4057],[-3.6524,40.4077],[-3.6528,40.4082],[-3.653,40.4089],[-3.653,40.4091],[-3.6517,40.4123],[-3.6531,40.4122],[-3.6539,40.4123],[-3.6522,40.414],[-3.6507,40.4154],[-3.6501,40.4161],[-3.6517,40.4167],[-3.654,40.4175],[-3.6551,40.4178],[-3.6566,40.4182],[-3.6589,40.4187],[-3.6589,40.4179]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-03-004,Ibiza,"{""coordinates"":[[[[-3.6691,40.4202],[-3.6691,40.4212],[-3.6708,40.4213],[-3.6713,40.4213],[-3.6731,40.4214],[-3.677,40.4216],[-3.678,40.4217],[-3.6795,40.4217],[-3.68,40.4217],[-3.6792,40.4194],[-3.6782,40.4165],[-3.6778,40.4155],[-3.6763,40.4157],[-3.6753,40.4159],[-3.6742,40.416],[-3.672,40.4163],[-3.6716,40.4164],[-3.6716,40.4167],[-3.6695,40.4166],[-3.6691,40.4202]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-03-006,Niño Jesús,"{""coordinates"":[[[[-3.6731,40.407],[-3.6724,40.4069],[-3.6721,40.4069],[-3.6717,40.4068],[-3.6712,40.4067],[-3.6709,40.4067],[-3.6703,40.4066],[-3.6702,40.407],[-3.6702,40.4072],[-3.6701,40.4084],[-3.67,40.4088],[-3.6699,40.4107],[-3.6697,40.4131],[-3.6695,40.4166],[-3.6716,40.4167],[-3.6716,40.4164],[-3.6723,40.4163],[-3.6741,40.416],[-3.6753,40.4159],[-3.6763,40.4157],[-3.6778,40.4155],[-3.6774,40.4145],[-3.677,40.4132],[-3.6766,40.4122],[-3.6763,40.4114],[-3.6764,40.4111],[-3.6769,40.4103],[-3.6784,40.4082],[-3.6787,40.4077],[-3.6788,40.4075],[-3.6782,40.4075],[-3.677,40.4073],[-3.6767,40.4073],[-3.6757,40.4072],[-3.6756,40.4072],[-3.6752,40.4072],[-3.6749,40.4071],[-3.6744,40.4071],[-3.6742,40.4071],[-3.674,40.4071],[-3.6737,40.407],[-3.6732,40.407],[-3.6731,40.407]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-08-006,Tres Olivos - Valverde,"{""coordinates"":[[[[-3.6828,40.5122],[-3.6829,40.5124],[-3.6834,40.5122],[-3.6851,40.5114],[-3.6855,40.5048],[-3.6881,40.5074],[-3.6906,40.5083],[-3.6907,40.5082],[-3.6943,40.5038],[-3.6964,40.5013],[-3.6974,40.5002],[-3.699,40.4991],[-3.6998,40.4984],[-3.7006,40.4975],[-3.7008,40.4971],[-3.7009,40.4964],[-3.7009,40.4956],[-3.7006,40.4948],[-3.6992,40.4931],[-3.6987,40.4924],[-3.6982,40.4901],[-3.698,40.4893],[-3.6975,40.488],[-3.6971,40.4874],[-3.6958,40.4865],[-3.6946,40.4859],[-3.6901,40.4841],[-3.6867,40.4827],[-3.6853,40.4822],[-3.685,40.4825],[-3.6841,40.4827],[-3.6831,40.4829],[-3.6824,40.483],[-3.6801,40.4835],[-3.6781,40.4839],[-3.6743,40.484],[-3.6735,40.484],[-3.6733,40.4858],[-3.6732,40.4874],[-3.6731,40.4881],[-3.6747,40.4894],[-3.6757,40.4913],[-3.6771,40.4932],[-3.6777,40.4945],[-3.6795,40.4999],[-3.6797,40.5002],[-3.6814,40.5067],[-3.6828,40.5122]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-09-002,Argüelles,"{""coordinates"":[[[[-3.7184,40.4347],[-3.7183,40.4351],[-3.7183,40.4355],[-3.719,40.4356],[-3.7193,40.4356],[-3.7193,40.4355],[-3.7195,40.4354],[-3.7194,40.4352],[-3.7197,40.4351],[-3.7257,40.4326],[-3.7234,40.4303],[-3.7227,40.4296],[-3.7218,40.4286],[-3.72,40.4267],[-3.7186,40.4253],[-3.7172,40.4252],[-3.7166,40.4251],[-3.7162,40.4248],[-3.7152,40.4238],[-3.7152,40.4232],[-3.7153,40.4229],[-3.7164,40.4219],[-3.7171,40.4219],[-3.7176,40.4223],[-3.7185,40.4228],[-3.7196,40.4227],[-3.7182,40.4213],[-3.7181,40.4203],[-3.7159,40.4203],[-3.7155,40.4203],[-3.7142,40.4212],[-3.7133,40.4219],[-3.7127,40.4223],[-3.712,40.4227],[-3.7109,40.4234],[-3.7116,40.4242],[-3.7138,40.4272],[-3.7142,40.4277],[-3.7145,40.4282],[-3.715,40.4288],[-3.7161,40.4304],[-3.7164,40.4308],[-3.7168,40.4314],[-3.7176,40.4325],[-3.718,40.433],[-3.7173,40.4332],[-3.7184,40.4347]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-04-001,Recoletos,"{""coordinates"":[[[[-3.6909,40.424],[-3.6912,40.4232],[-3.6914,40.4228],[-3.6922,40.4212],[-3.6924,40.4204],[-3.6927,40.42],[-3.6931,40.4195],[-3.6924,40.4195],[-3.6908,40.4197],[-3.6893,40.4199],[-3.6888,40.42],[-3.6881,40.4201],[-3.6867,40.4204],[-3.6859,40.4206],[-3.6833,40.421],[-3.6823,40.4212],[-3.6809,40.4215],[-3.6808,40.4215],[-3.6806,40.4215],[-3.68,40.4217],[-3.6803,40.4226],[-3.6803,40.4229],[-3.6802,40.4253],[-3.68,40.4265],[-3.6799,40.428],[-3.6799,40.4289],[-3.6812,40.429],[-3.6837,40.4291],[-3.6855,40.4292],[-3.6871,40.4293],[-3.6893,40.4294],[-3.6903,40.4256],[-3.6905,40.425],[-3.6906,40.4246],[-3.6909,40.424]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-04-003,Fuente del Berro,"{""coordinates"":[[[[-3.6589,40.4187],[-3.6589,40.4198],[-3.6591,40.4215],[-3.6595,40.4237],[-3.6602,40.4267],[-3.6604,40.4279],[-3.6608,40.4314],[-3.6622,40.4311],[-3.6632,40.4308],[-3.6635,40.4307],[-3.6652,40.4298],[-3.6663,40.4293],[-3.6672,40.4288],[-3.6683,40.4283],[-3.6687,40.4281],[-3.6686,40.4281],[-3.6686,40.4274],[-3.6687,40.4259],[-3.6687,40.4249],[-3.6688,40.423],[-3.6689,40.4212],[-3.6651,40.4203],[-3.6589,40.4187]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-06-003,Cuzco-Castillejos,"{""coordinates"":[[[[-3.7001,40.459],[-3.7006,40.4585],[-3.7011,40.4581],[-3.7013,40.4578],[-3.7015,40.4575],[-3.6992,40.457],[-3.6987,40.4569],[-3.6969,40.4565],[-3.6953,40.4564],[-3.6938,40.4563],[-3.6914,40.4562],[-3.6908,40.4562],[-3.6902,40.4561],[-3.6902,40.4564],[-3.6901,40.4575],[-3.69,40.4584],[-3.69,40.459],[-3.6899,40.4597],[-3.6898,40.4613],[-3.6896,40.4636],[-3.6894,40.465],[-3.6894,40.4654],[-3.6894,40.4658],[-3.6894,40.466],[-3.69,40.4658],[-3.6916,40.4654],[-3.6927,40.4654],[-3.6939,40.465],[-3.6945,40.4648],[-3.6955,40.4644],[-3.6957,40.4643],[-3.6961,40.464],[-3.6963,40.4637],[-3.6971,40.4628],[-3.6975,40.4624],[-3.6977,40.462],[-3.6979,40.4618],[-3.6979,40.4616],[-3.6982,40.4611],[-3.6983,40.4609],[-3.6985,40.4606],[-3.6986,40.4604],[-3.6988,40.4602],[-3.6993,40.4597],[-3.6995,40.4595],[-3.7001,40.459]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-10-007,Águilas,"{""coordinates"":[[[[-3.7876,40.3817],[-3.7861,40.3809],[-3.7852,40.3804],[-3.7849,40.3801],[-3.7846,40.3798],[-3.7836,40.3776],[-3.7827,40.3764],[-3.7823,40.376],[-3.7815,40.3756],[-3.7803,40.3754],[-3.7752,40.3746],[-3.7707,40.374],[-3.7662,40.3732],[-3.7622,40.3726],[-3.7619,40.3745],[-3.7618,40.3745],[-3.758,40.3755],[-3.7579,40.3762],[-3.7575,40.377],[-3.7567,40.3782],[-3.7558,40.3784],[-3.7558,40.3784],[-3.756,40.3787],[-3.7561,40.3789],[-3.7562,40.3792],[-3.7572,40.3811],[-3.7581,40.3825],[-3.7586,40.3831],[-3.7593,40.3837],[-3.7617,40.3855],[-3.7621,40.3858],[-3.7641,40.3876],[-3.7648,40.3882],[-3.7666,40.3897],[-3.7716,40.3938],[-3.7765,40.39],[-3.7813,40.3864],[-3.7848,40.3838],[-3.7876,40.3817]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-14-005,Fontarrón,"{""coordinates"":[[[[-3.6653,40.4064],[-3.6612,40.4061],[-3.6597,40.406],[-3.6572,40.4058],[-3.6551,40.4052],[-3.6542,40.4048],[-3.6517,40.4027],[-3.6481,40.3993],[-3.6471,40.3985],[-3.647,40.3983],[-3.6448,40.3965],[-3.6429,40.3955],[-3.64,40.3948],[-3.6396,40.3957],[-3.6396,40.3959],[-3.6362,40.4009],[-3.6392,40.4022],[-3.6398,40.4024],[-3.6402,40.4025],[-3.6407,40.4026],[-3.6413,40.4026],[-3.6419,40.4026],[-3.6426,40.4028],[-3.6432,40.403],[-3.644,40.4033],[-3.6445,40.4036],[-3.6449,40.4035],[-3.6458,40.4036],[-3.647,40.4036],[-3.6477,40.4039],[-3.6485,40.4043],[-3.6515,40.4056],[-3.6518,40.4055],[-3.654,40.4058],[-3.6548,40.4061],[-3.6559,40.4064],[-3.6569,40.4067],[-3.658,40.4069],[-3.6584,40.407],[-3.659,40.4072],[-3.6617,40.4078],[-3.6642,40.4085],[-3.6653,40.4064]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-15-009,Costillares,"{""coordinates"":[[[[-3.6605,40.4831],[-3.6633,40.4835],[-3.6651,40.4837],[-3.6666,40.4839],[-3.6683,40.4841],[-3.6734,40.4841],[-3.6738,40.4817],[-3.6745,40.4786],[-3.6744,40.4769],[-3.674,40.4746],[-3.6734,40.4735],[-3.6728,40.4722],[-3.6721,40.4714],[-3.6714,40.4705],[-3.6703,40.4691],[-3.6686,40.4667],[-3.6676,40.4668],[-3.664,40.4674],[-3.6634,40.4675],[-3.6635,40.4678],[-3.6643,40.4707],[-3.6653,40.4744],[-3.6657,40.4761],[-3.6657,40.4767],[-3.6657,40.4773],[-3.665,40.4781],[-3.6641,40.4791],[-3.6624,40.4808],[-3.6619,40.4813],[-3.6613,40.4819],[-3.6605,40.4831]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-11-002,Opañel,"{""coordinates"":[[[[-3.7157,40.3975],[-3.7157,40.3977],[-3.717,40.3972],[-3.7179,40.3967],[-3.7273,40.3914],[-3.7283,40.3908],[-3.7297,40.3898],[-3.7317,40.3885],[-3.7318,40.3885],[-3.7321,40.3882],[-3.7319,40.3881],[-3.7316,40.3879],[-3.7312,40.3878],[-3.7306,40.3874],[-3.7285,40.3865],[-3.7277,40.3862],[-3.7267,40.3858],[-3.7254,40.3856],[-3.7236,40.3853],[-3.7227,40.3852],[-3.7218,40.3851],[-3.7211,40.3852],[-3.7174,40.3852],[-3.7173,40.3854],[-3.7174,40.3856],[-3.7164,40.3887],[-3.7161,40.3895],[-3.716,40.3899],[-3.7153,40.392],[-3.7152,40.3923],[-3.7153,40.3932],[-3.7157,40.3944],[-3.7151,40.3958],[-3.7155,40.397],[-3.7157,40.3975]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-15-002,Pueblo Nuevo,"{""coordinates"":[[[[-3.6267,40.4158],[-3.6276,40.4143],[-3.6254,40.4135],[-3.6227,40.4132],[-3.6204,40.4131],[-3.6203,40.4132],[-3.6212,40.4145],[-3.6233,40.4176],[-3.6256,40.4209],[-3.6265,40.4221],[-3.6283,40.4245],[-3.6288,40.4252],[-3.6292,40.4258],[-3.6323,40.4301],[-3.6327,40.4306],[-3.6364,40.4357],[-3.6379,40.4379],[-3.6386,40.4377],[-3.6395,40.4373],[-3.6413,40.4364],[-3.6443,40.4349],[-3.6466,40.4338],[-3.648,40.4332],[-3.6482,40.4331],[-3.6462,40.4305],[-3.6461,40.4301],[-3.646,40.4296],[-3.6456,40.428],[-3.6455,40.4274],[-3.6456,40.4266],[-3.6396,40.4233],[-3.6333,40.4198],[-3.6298,40.4179],[-3.6267,40.4158]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-19-001,Casco Histórico de Vicálvaro,"{""coordinates"":[[[[-3.6171,40.4056],[-3.6172,40.4056],[-3.6172,40.4052],[-3.6171,40.4045],[-3.617,40.4041],[-3.6166,40.403],[-3.6151,40.4028],[-3.615,40.4028],[-3.6133,40.4023],[-3.6118,40.4019],[-3.611,40.4028],[-3.609,40.4017],[-3.6085,40.4015],[-3.6082,40.4014],[-3.6077,40.4012],[-3.6074,40.401],[-3.6069,40.4008],[-3.6063,40.4007],[-3.6054,40.4004],[-3.6047,40.4003],[-3.6031,40.4003],[-3.6018,40.4002],[-3.6009,40.4015],[-3.6008,40.4017],[-3.5999,40.4024],[-3.5989,40.4032],[-3.5985,40.4035],[-3.6008,40.4046],[-3.6019,40.405],[-3.6037,40.4057],[-3.6052,40.4058],[-3.6051,40.4061],[-3.6069,40.4061],[-3.608,40.4061],[-3.6092,40.406],[-3.609,40.4042],[-3.609,40.4037],[-3.6092,40.4036],[-3.61,40.4041],[-3.6139,40.4046],[-3.615,40.4048],[-3.6156,40.405],[-3.6167,40.4055],[-3.6171,40.4056]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-20-007,Canillejas,"{""coordinates"":[[[[-3.6199,40.4497],[-3.6196,40.4478],[-3.6192,40.4469],[-3.6185,40.4462],[-3.618,40.445],[-3.6177,40.4449],[-3.6165,40.4443],[-3.6162,40.4441],[-3.6169,40.4437],[-3.6149,40.4402],[-3.6125,40.4357],[-3.6122,40.4345],[-3.6114,40.4347],[-3.6105,40.4348],[-3.6086,40.4351],[-3.6079,40.4352],[-3.6064,40.4357],[-3.6054,40.4362],[-3.604,40.4374],[-3.6026,40.4391],[-3.6022,40.4401],[-3.6023,40.441],[-3.6027,40.4419],[-3.6057,40.4469],[-3.605,40.448],[-3.6056,40.4494],[-3.6058,40.4497],[-3.6183,40.4497],[-3.6199,40.4497]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-12-002,12 de Octubre-Orcasur,"{""coordinates"":[[[[-3.6907,40.3829],[-3.6921,40.3841],[-3.694,40.3822],[-3.6953,40.3809],[-3.6958,40.3803],[-3.6999,40.3786],[-3.7004,40.3783],[-3.701,40.3778],[-3.7013,40.3774],[-3.7016,40.3769],[-3.7024,40.3757],[-3.7026,40.3752],[-3.7026,40.3747],[-3.7027,40.3741],[-3.7028,40.3728],[-3.7033,40.3716],[-3.7034,40.3711],[-3.7036,40.3698],[-3.7038,40.3684],[-3.7041,40.3672],[-3.7051,40.3637],[-3.7036,40.3636],[-3.7019,40.3636],[-3.6985,40.3643],[-3.6967,40.3645],[-3.694,40.3645],[-3.6942,40.3687],[-3.6949,40.3737],[-3.6949,40.375],[-3.6947,40.3759],[-3.6942,40.3768],[-3.6919,40.3803],[-3.6906,40.3819],[-3.6899,40.3823],[-3.6907,40.3829]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-01-004,Chueca-Justicia,"{""coordinates"":[[[[-3.7003,40.4199],[-3.6997,40.4198],[-3.6997,40.4198],[-3.699,40.4196],[-3.6965,40.4188],[-3.6957,40.419],[-3.6956,40.419],[-3.6937,40.4194],[-3.6931,40.4195],[-3.6927,40.42],[-3.6924,40.4204],[-3.6922,40.4212],[-3.6912,40.4232],[-3.6906,40.4246],[-3.6905,40.425],[-3.6912,40.4254],[-3.6923,40.4259],[-3.6932,40.4264],[-3.6949,40.4272],[-3.6953,40.4275],[-3.6959,40.4278],[-3.6971,40.4279],[-3.6978,40.4281],[-3.6996,40.4285],[-3.7011,40.4288],[-3.7015,40.4289],[-3.7019,40.429],[-3.7024,40.4291],[-3.7022,40.4285],[-3.7013,40.4263],[-3.7009,40.4254],[-3.7008,40.425],[-3.7007,40.424],[-3.7007,40.4231],[-3.7009,40.422],[-3.7011,40.4215],[-3.7012,40.4212],[-3.7014,40.4206],[-3.7015,40.4204],[-3.7017,40.42],[-3.7012,40.42],[-3.7007,40.4199],[-3.7003,40.4199]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-13-004,Palomeras sureste,"{""coordinates"":[[[[-3.6404,40.3938],[-3.6418,40.392],[-3.6428,40.3905],[-3.6439,40.3891],[-3.6455,40.3869],[-3.6471,40.385],[-3.6478,40.384],[-3.6483,40.3835],[-3.6484,40.3834],[-3.6489,40.3829],[-3.65,40.3823],[-3.6505,40.382],[-3.651,40.3818],[-3.6519,40.3816],[-3.6529,40.3814],[-3.6528,40.3778],[-3.6526,40.376],[-3.6498,40.3762],[-3.6478,40.3767],[-3.6454,40.3772],[-3.639,40.3787],[-3.6361,40.3794],[-3.6249,40.382],[-3.6253,40.3835],[-3.6245,40.3845],[-3.6234,40.3871],[-3.6225,40.3894],[-3.6219,40.3908],[-3.6265,40.3918],[-3.6311,40.3928],[-3.6364,40.394],[-3.64,40.3948],[-3.6404,40.3938]]]],""type"":""MultiPolygon""}",8,Madrid
0-EU-ES-28-07-001-079-18-001,Casco Histórico de Vallecas,"{""coordinates"":[[[[-3.6329,40.3801],[-3.6327,40.3798],[-3.63,40.3796],[-3.6288,40.3795],[-3.6276,40.3792],[-3.6288,40.3783],[-3.6301,40.3772],[-3.6297,40.3772],[-3.628,40.3773],[-3.6267,40.3774],[-3.6256,40.3764],[-3.6252,40.3761],[-3.6247,40.3759],[-3.6258,40.3749],[-3.6242,40.3735],[-3.6248,40.373],[-3.6257,40.3723],[-3.6253,40.3718],[-3.625,40.3714],[-3.6246,40.3704],[-3.6244,40.37],[-3.6238,40.3687],[-3.621,40.3692],[-3.6198,40.3692],[-3.6189,40.3695],[-3.6175,40.3696],[-3.6166,40.3701],[-3.6149,40.3709],[-3.6144,40.3711],[-3.6153,40.372],[-3.6156,40.3726],[-3.6158,40.3734],[-3.6157,40.3741],[-3.6153,40.3751],[-3.6136,40.3793],[-3.615,40.3794],[-3.6173,40.3795],[-3.6173,40.3801],[-3.6175,40.3809],[-3.6184,40.3808],[-3.6173,40.3814],[-3.6188,40.3826],[-3.619,40.3829],[-3.6192,40.3834],[-3.6308,40.3806],[-3.6329,40.3801]]]],""type"":""MultiPolygon""}",8,Madrid
